,hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
145,limehome Barcelona Carrer de Fontcoberta - Digital Access,1242.0,8.2,2087.0,,,"Sarrià-St. Gervasi, Barcelona","Double Room
1 full bed
Only 1 room left at this price on our site"
146,Cozy apartment near Sagrada Familia,934.0,4.5,2.0,4.0,squares,"Eixample, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 40m²
1 full bed
Only 1 left at this price on our site"
147,limehome Barcelona Carrer de Besalú 82,1317.0,8.9,1042.0,,,"Sant Martí, Barcelona","Triple Room with Balcony
2 beds (1 twin, 1 queen)
Only 1 room left at this price on our site"
148,Leonardo Hotel Barcelona Las Ramblas,1870.0,8.1,3779.0,3.0,stars,"Ciutat Vella, Barcelona","Deluxe Double Room
Multiple bed types
Only 2 rooms left at this price on our site"
149,Ilunion Les Corts Spa,1580.0,8.2,7053.0,4.0,stars,"Les Corts, Barcelona","Twin Room
Beds: 1 double or 2 twins"
150,Alcam Paseo de Gracia,1977.0,8.0,150.0,4.0,squares,"Eixample, Barcelona","Deluxe Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 85m²
3 beds (2 twins, 1 full)
Only 1 left at this price on our site"
151,Corsega Apartment,1385.0,8.7,3.0,4.0,squares,"Eixample, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 69m²
2 full beds"
152,The Diagonal Sagrada by Sweett,2902.0,,,,,"Eixample, Barcelona","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 95m²
4 beds (2 twins, 2 fulls)
Only 3 left at this price on our site"
153,Express by Gaiarooms,767.0,7.0,1040.0,2.0,stars,"Gràcia, Barcelona","Double Room with Shared Bathroom
1 full bed
Free cancellation"
154,Práctico estudio en Paseo de Gracia,1222.0,7.0,1.0,4.0,squares,"Eixample, Barcelona","One-Bedroom Apartment
1 full bed"
155,Classic Plaza Real Apartments,1968.0,8.3,37.0,3.0,squares,"Ciutat Vella, Barcelona","Loft
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 32m²
1 full bed
Only 1 left at this price on our site"
156,Hotel Nouvel,1979.0,8.0,3039.0,3.0,stars,"Ciutat Vella, Barcelona","Junior Suite
Private suite
2 twin beds
Only 1 left at this price on our site"
157,Suites Avenue,2074.0,8.9,1288.0,4.0,squares,"Eixample, Barcelona","Superior Apartment with Pedrera View
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
1 queen bed"
158,Pensión San Ramón,778.0,6.9,1973.0,1.0,stars,"Ciutat Vella, Barcelona","Double Room with Shared Bathroom and Private Shower
1 full bed
Free cancellation
Only 4 rooms left at this price on our site"
159,Soho Apartments & Studios Ramblas,1387.0,7.0,50.0,3.0,squares,"Ciutat Vella, Barcelona","Two-Bedroom Apartment with Balcony
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 65m²
2 beds (1 full, 1 queen)
Only 1 left at this price on our site"
160,catapor habitaciones para familias,1512.0,9.3,3.0,3.0,squares,"Ciutat Vella, Barcelona","Family Room with Private Bathroom
6 beds (4 twins, 2 queens)
Free cancellation
Only 1 room left at this price on our site"
161,Pensión 45,847.0,6.7,2823.0,1.0,stars,"Ciutat Vella, Barcelona","Twin Room with Balcony
2 twin beds
Free cancellation
Only 1 room left at this price on our site"
162,Classic Palau Apartments,1900.0,8.3,25.0,3.0,squares,"Ciutat Vella, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 35m²
3 beds (2 twins, 1 full)
Only 1 left at this price on our site"
163,Eurostars Grand Marina Hotel GL,3749.0,8.3,4956.0,5.0,stars,"Ciutat Vella, Barcelona","Deluxe Double or Twin Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
164,Ola Living St Antoni,1599.0,4.0,1.0,4.0,squares,"Eixample, Barcelona","One-Bedroom Apartment with Balcony
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
165,INNSiDE by Meliá Barcelona Apolo,1872.0,8.9,2082.0,4.0,stars,"Sants-Montjuïc, Barcelona","Innside Room Extra Space
Beds: 1 double or 2 twins
Only 6 rooms left at this price on our site"
166,El Avenida Palace,2999.0,8.5,5238.0,4.0,stars,"Eixample, Barcelona","Junior Suite Double (1-2 Adults)
Private suite
1 queen bed
Only 1 left at this price on our site"
167,Sea Hostel Barcelona,2404.0,7.6,770.0,,,"Ciutat Vella, Barcelona","Quadruple Room with Private Bathroom
4 twin beds
Only 1 room left at this price on our site"
168,Antiga Casa Buenavista,3678.0,9.3,1169.0,4.0,stars,"Ciutat Vella, Barcelona","Suite with Terrace
1 king bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
169,No Limit Barcelona Central,987.0,7.3,1522.0,,,"Eixample, Barcelona","Basic Quadruple Room with Shared Bathroom
4 twin beds"
170,"Hotel Indigo Barcelona Plaza Espana, an IHG Hotel",3058.0,8.8,7218.0,4.0,stars,"Sants-Montjuïc, Barcelona","Premium Queen Room
1 queen bed
Only 4 rooms left at this price on our site"
171,Meeting Point Hostels,989.0,8.6,1489.0,,,"Sants-Montjuïc, Barcelona","Quadruple Room with Private Bathroom
2 bunk beds
Only 2 rooms left at this price on our site"
172,"Claris Hotel & Spa GL, a Small Luxury Hotel of the World",2245.0,8.6,1094.0,5.0,stars,"Eixample, Barcelona","Junior Suite (1-2 Adults)
Private suite
1 queen bed"
173,Studio Hostel,866.0,8.1,1250.0,,,"Sarrià-St. Gervasi, Barcelona","Twin Room with Private Bathroom
2 twin beds
Breakfast included
Only 1 room left at this price on our site"
174,Hostal MiMi Las Ramblas,565.0,5.3,2132.0,1.0,stars,"Ciutat Vella, Barcelona","Double Room with Shared Facilities
1 full bed
Only 1 room left at this price on our site"
175,"Casa Consell Gran Via, Guest House",1451.0,8.6,1350.0,2.0,stars,"Eixample, Barcelona","Standard Twin Room
2 twin beds
Free cancellation
Only 1 room left at this price on our site"
176,Alberg Barcelona Xanascat,896.0,7.8,533.0,,,"Gràcia, Barcelona","Classic Family Room with Shared Bathroom
6 beds (2 twins, 4 bunk beds)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site"
177,AinB B&B Eixample-Muntaner,1198.0,6.4,206.0,,,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins
Breakfast included"
178,Alcam Santa Monica,1634.0,7.0,159.0,3.0,squares,"Ciutat Vella, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 38m²
1 full bed
Only 1 left at this price on our site"
179,Mercer House Bòria BCN,3139.0,8.1,205.0,4.0,stars,"Ciutat Vella, Barcelona","Suite
Private suite • 2 bedrooms • 1 bathroom • 58m²
4 beds (3 twins, 1 king)"
180,Autèntic Barcelona Monumental,2818.0,7.9,154.0,3.0,squares,"Eixample, Barcelona","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 80m²
5 beds (4 twins, 1 queen)
Only 1 left at this price on our site"
181,Modern Eixample Apartment,1284.0,5.8,6.0,,,"Eixample, Barcelona","Two-Bedroom Apartment
2 full beds"
182,Hotel Ronda Lesseps,3012.0,8.6,2477.0,4.0,stars,"Gràcia, Barcelona","Family Deluxe Room
3 beds (2 sofa beds, 1 queen)
Only 2 rooms left at this price on our site"
183,LUXURY BARCELONA CENTRAL CITY COSY 3 BEDROOM APARTMENT WITH PRIVATE TERRACE,2029.0,8.0,15.0,4.0,squares,"Eixample, Barcelona","Three-Bedroom Apartment
3 beds (2 fulls, 1 queen)"
184,Sweett - Loft Villa Olimpica Beach,1693.0,8.3,44.0,4.0,squares,"Sant Martí, Barcelona","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)"
185,Hip Karma Hostel,1268.0,7.6,1344.0,,,"Eixample, Barcelona","Private Room (8 Adults) with Shared Bathroom
4 bunk beds"
186,Apartamentos Calvet,1466.0,7.3,944.0,3.0,squares,"Sarrià-St. Gervasi, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 55m²
3 beds (2 twins, 1 full)
Only 1 left at this price on our site"
187,Barcelona City Apartment,1229.0,7.0,764.0,3.0,squares,"Sant Martí, Barcelona","Standard Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 24m²
3 beds (2 twins, 1 full)
Only 3 left at this price on our site"
188,Hostal BCN Ramblas,1156.0,6.4,686.0,2.0,stars,"Ciutat Vella, Barcelona","Single Room
1 twin bed"
189,Colors,957.0,7.3,1750.0,2.0,stars,"Horta-Guinardó, Barcelona","Double or Twin Room with Private Bathroom
2 twin beds
Only 1 room left at this price on our site"
190,Duplex in Gracia,1637.0,8.2,4.0,4.0,squares,"Gràcia, Barcelona","Two-Bedroom Apartment
4 beds (2 twins, 1 full, 1 sofa bed)"
191,Enjoybcn Miro Apartments,3419.0,8.7,111.0,4.0,squares,"Eixample, Barcelona","Superior Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 75m²
6 beds (4 twins, 1 full, 1 sofa bed)"
192,Apartment Diagonal Mar by Interhome,1803.0,8.6,33.0,4.0,stars,"Sant Martí, Barcelona","Apartment
Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 70m²
3 beds (2 twins, 1 full)
Only 1 left at this price on our site"
193,Axel TWO Barcelona 4 Sup - Adults Only,1518.0,8.3,2750.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
1 queen bed"
194,Central Station Hostel Barcelona,2170.0,3.3,707.0,,,"Ciutat Vella, Barcelona","Double or Twin Room with Shared Bathroom
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
195,BCN Condal Hostal,1094.0,6.6,811.0,2.0,stars,"Eixample, Barcelona","Family or Triple Room with Private Bathroom
2 beds (1 twin, 1 full)
Only 1 room left at this price on our site"
196,Apartamentos Amoblados Barcelona España,3480.0,,,4.0,squares,"Eixample, Barcelona","Apartment
1 full bed
Only 2 left at this price on our site"
197,Comte Urgell,1599.0,7.4,12.0,3.0,squares,"Eixample, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 38m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
198,Canela Homes BARCELONA MODERNISTA,5384.0,8.5,10.0,4.0,squares,"Eixample, Barcelona","Apartment
7 beds (4 twins, 3 fulls)"
199,W Barcelona,15393.0,8.5,4557.0,5.0,stars,"Ciutat Vella, Barcelona","Cool Corner Suite
Private suite
1 king bed
Only 5 left at this price on our site"
200,Belleview Villa,2948.0,9.2,37.0,4.0,squares,"Horta-Guinardó, Barcelona","Villa with Private Pool
Entire villa • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 140m²
5 beds (2 twins, 1 sofa bed, 2 queens)
Only 1 left at this price on our site"
201,Sweett - Nova Icaria Beach,3454.0,9.0,1.0,4.0,squares,"Sant Martí, Barcelona","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120m²
4 beds (2 fulls, 1 bunk bed, 1 sofa bed)"
202,Apartamento moderno en Urgell,2166.0,7.3,10.0,3.0,squares,"Eixample, Barcelona","Two-Bedroom Apartment
2 beds (1 twin, 1 full)"
203,ME Barcelona,5578.0,9.1,2140.0,5.0,stars,"Eixample, Barcelona","Extra ME Junior Suite City View
Private suite
2 twin beds
Only 1 left at this price on our site"
204,La PLAYA ! Centro Barcelona !,989.0,5.6,28.0,,,"Ciutat Vella, Barcelona","Twin Room
2 twin beds
Only 1 room left at this price on our site"
205,Cosmo Apartments Rambla Catalunya,4044.0,8.4,630.0,4.0,squares,"Eixample, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 75m²
2 queen beds
Free cancellation
Only 1 left at this price on our site"
206,Dudu life,1916.0,9.3,3.0,,,"Eixample, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 110m²
4 beds (2 twins, 1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
207,Hostal Capitol Ramblas,921.0,6.5,1011.0,2.0,stars,"Ciutat Vella, Barcelona","Twin Room with Shared Toilet
2 twin beds
Only 2 rooms left at this price on our site"
208,El Palauet Royal Suites,6357.0,8.9,98.0,5.0,stars,"Gràcia, Barcelona","Royal Suite
Private suite • 2 bedrooms • 1 living room • 2 bathrooms • 150m²
3 beds (2 twins, 1 king)
Only 1 left at this price on our site"
209,Sleep on a Sailing Boat Barcelona,629.0,7.4,92.0,,,Barcelona,"Sailboat
Mobile home • 2 bedrooms • 1 living room • 1 bathroom
2 full beds
Only 1 left at this price on our site"
210,Key San Pau House Terrace - Barcelona,1661.0,5.8,42.0,3.0,squares,"Horta-Guinardó, Barcelona","Six-Bedroom Apartment
Entire apartment • 6 bedrooms • 2 living rooms • 4 bathrooms • 1 kitchen • 290m²
10 beds (6 twins, 2 fulls, 2 bunk beds)
Only 1 left at this price on our site"
211,Wow Hostel Barcelona,1094.0,7.5,860.0,,,"Sarrià-St. Gervasi, Barcelona","Triple Room with Private Bathroom
2 beds (1 twin, 1 full)
Only 1 room left at this price on our site"
212,Trafalgar Luxury,2537.0,4.0,1.0,3.0,squares,"Eixample, Barcelona","Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 105m²
5 beds (1 sofa bed, 4 queens)"
213,Autèntic Eixample Barcelona,2955.0,6.5,41.0,,,"Eixample, Barcelona","Luxury Three-Bedroom Apartment - Aribau 66
Entire apartment • 1 bedroom • 2 bathrooms • 1 kitchen • 110m²
6 beds (2 twins, 2 fulls, 2 sofa beds)
Only 1 left at this price on our site"
214,Hotel Yacht Sherte,1094.0,6.0,1.0,,,Barcelona,"Mobile Home
Mobile home • 3 bedrooms • 1 living room • 2 bathrooms
4 beds (2 twins, 1 bunk bed, 1 queen)
Only 1 left at this price on our site"
215,Flat Meridiana,1919.0,8.8,6.0,3.0,squares,"Nou Barris, Barcelona","Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 95m²
4 beds (2 twins, 1 bunk bed, 1 queen)"
216,021 Center Barca 2 1,761.0,1.2,4.0,,,"Ciutat Vella, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 40m²
3 beds (1 full, 1 bunk bed, 1 sofa bed)"
217,Apartment Barcelona Rentals - Private Pool and Garden Center,2130.0,4.2,13.0,,,"Sarrià-St. Gervasi, Barcelona","Apartment with Terrace
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 120m²
7 beds (4 twins, 1 full, 2 sofa beds)
Only 1 left at this price on our site"
218,Apartment Barcelona Rentals - Sarria Apartments Near Center,1857.0,5.5,184.0,2.0,squares,"Sarrià-St. Gervasi, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 65m²
3 beds (2 twins, 1 full)
Only 1 left at this price on our site"
219,Mercedes Heritage Apartments,3042.0,8.7,998.0,4.0,squares,"Eixample, Barcelona","Two-Bedroom Apartment with Terrace
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 65m²
3 beds (2 twins, 1 full)
Only 2 left at this price on our site"
220,0DU Palmer duplex,1759.0,2.0,2.0,,,"Ciutat Vella, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 38m²
3 beds (2 fulls, 1 sofa bed)"
221,Hermoso apartamento cerca de Plaza Universitat,2355.0,4.8,5.0,3.0,squares,"Eixample, Barcelona","One-Bedroom Apartment
1 full bed"
222,Estrella Beach,2095.0,10.0,131.0,,,"Ciutat Vella, Barcelona","Double Room
1 full bed
Only 1 room left at this price on our site"
223,029 Apartament 2-2,1033.0,1.0,2.0,,,"Ciutat Vella, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 40m²
3 beds (2 twins, 1 full)
Free cancellation"
224,Bonito apartamento en Aribau,1670.0,,,,,"Eixample, Barcelona","Two-Bedroom Apartment
2 beds (1 full, 1 sofa bed)"
225,Placa Cataluna,2427.0,,,,,"Ciutat Vella, Barcelona","Double Room
1 full bed
Only 1 room left at this price on our site"
226,Barcelona Centro city,2427.0,,,3.0,squares,"Ciutat Vella, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 14m²
1 full bed"
227,"Close beach , Sagrada & city center",47696.0,9.7,21.0,,,"Sant Martí, Barcelona","Three-Bedroom Apartment
2 full beds"
228,Fantastic 3 Bedrooms Apartment Barcelona,1958.0,9.8,12.0,,,"Eixample, Barcelona","One-Bedroom Apartment
1 full bed"
229,Cozy yacht lodge in Barcelona with boat tour option,1147.0,7.4,26.0,,,Barcelona,"Mobile Home
Mobile home • 2 bedrooms • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 bunk bed)
Only 1 left at this price on our site"
230,11 Basic Barca principal 11,3089.0,1.0,6.0,,,"Ciutat Vella, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 45m²
4 beds (1 twin, 3 fulls)"
231,Boat Barcelona Yacht,580.0,6.5,20.0,,,Barcelona,"Superior Cabin on Boat
Mobile home • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 30m²
4 beds (1 full, 3 sofa beds)
Only 1 left at this price on our site"
232,Swan,1740.0,3.8,60.0,,,"Sant Martí, Barcelona","Mobile Home
Mobile home • 1 bedroom • 1 living room • 1 bathroom
4 beds (1 full, 3 sofa beds)
Only 1 left at this price on our site"
233,My Space Emirates - Modern Duplex with Private Garden and Swimming Pool,2114.0,2.2,5.0,,,"Sarrià-St. Gervasi, Barcelona","Apartment with Pool View
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120m²
7 beds (4 twins, 1 full, 2 sofa beds)
Only 1 left at this price on our site"
234,My Space Barcelona Private Pool Garden,2114.0,4.4,43.0,,,"Sarrià-St. Gervasi, Barcelona","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 130m²
7 beds (4 twins, 1 full, 2 sofa beds)
Only 1 left at this price on our site"
235,Yate en Port Fórum,1877.0,7.0,2.0,,,Barcelona,"Mobile Home
Mobile home • 3 bedrooms • 2 bathrooms
4 beds (2 twins, 1 king, 1 queen)
Only 1 left at this price on our site"
236,Yate Hotel STV,908.0,4.9,63.0,,,Barcelona,"Twin Room
2 twin beds
Only 1 room left at this price on our site"
237,Bed&BCN Baro,2148.0,5.5,2.0,3.0,squares,"Gràcia, Barcelona","Eight-Bedroom House
Entire vacation home • 8 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 150m²
8 beds (5 twins, 3 fulls)"
238,Apartamento soleado en Barcelona city,1087.0,9.0,14.0,,,"Sant Andreu, Barcelona","One-Bedroom Apartment
3 beds (2 twins, 1 sofa bed)"
239,Spacious and cozy caribbean boat in Barcelona with tour option,1079.0,6.2,48.0,,,Barcelona,"Mobile Home
Mobile home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 52m²
4 beds (1 full, 1 king, 2 sofa beds)
Only 1 left at this price on our site"
